etag,videoId,publishedAt,channelId,title,description,channelTitle,publishTime
1GWAhgcuUVSqaIZ_sOMT97OT_Z8,xpGXNnYo0YY,2014-10-31T17:32:45Z,UCJcouVFREfsuqzjFZ-jSijA,Miss Jane - It&#39;s A Fine Day (ATB Radio Edit) (1998) [Official Video],Miss Jane - It's A Fine Day (ATB Radio Edit) 1998 Written by J. Burton Remix – André Tanneberger.,MELOMAN DANCE,2014-10-31T17:32:45Z
rkNjby99qlaUZwSe7bUkEwzIK2A,U5z8ONuMmOU,2015-10-23T03:59:00Z,UC6crRnJ4IoUJPfdQSt60OWQ,Lemaitre - Closer ft. Jennie A. (Official Video),Music video by Lemaitre performing Closer. (C) 2015 Astralwerks http://vevo.ly/ozT9pY #Lemaitre #Closer #Vevo.,LemaitreVEVO,2015-10-23T03:59:00Z
JS-1LTCSehHIBu-rKmC4vWuhee0,HF99kE54nik,2020-04-09T14:00:12Z,UC-8caE5F0GjA0-ZhpN5mRtg,FNZ - Rhythm is a Dancer (Official Music Video),Follow FNZ on ✓ FACEBOOK ▷ https://www.facebook.com/fnzmusic INSTAGRAM ▷ https://www.instagram.com/fnz_music SOUNDCLOUD ...,FNZ,2020-04-09T14:00:12Z
5MHsxC3EvNk17UkF6EVIetPux_E,XKCtgCxZkRk,2013-07-12T15:58:46Z,UCTRKhEfYb5Wc6VrqSfk2JUQ,ReOrder &amp; Ian Standerwick - Hidden In A Smile (Official Music Video) [Arisa Audio],"RELEASE DATE : 5th August 2013 Music Written By: Tibor Tomecko Music Produced By: Tibor Tomecko Lyrics Written by: Ian Standerwick, Julie Harrington ...",ReOrder,2013-07-12T15:58:46Z
bL6G9fFXxQHHw_z-xK2C5Wrui7M,oeOvAZk71RA,2014-09-12T05:42:39Z,UCmkwVYt4Q-JsV-OT7D9Y--A,Northbrook - On A Train [Official Video],"The official video for Northbrook's new track, 'On A Train' Remixes from Komes, Tommie Sunshine & Wuki, Krafty Kuts and Ryobee. -- Like what you hear?",Central Station Records,2014-09-12T05:42:39Z
4rs7Spu1UIe36VhduUKbAMB_QMY,frrgf4pbJsI,2014-06-25T11:53:56Z,UC_MsAEyTYUBfxp9j1XwMhMw,R.I.O. Feat U-Jean - One In A Million (Official Video),"Blanco y Negro Music is the leading dance music record company in Spain, welcome to the official YouTube home page for non stop dance!! Blanco y Negro ...",Blanco y Negro Music,2014-06-25T11:53:56Z
SiirlZPe5Hw6Nfuo7nUPgcUcTZs,bJclKs3jl24,2015-01-29T09:33:05Z,UCdUpa_NQIUIHQx5SG2OzEUQ,KORR-A Swipe Right (Tinder Song) Official Music Video,Official Swipe Right (Tinder Song) by KORR-A --------------------- Follow KORR-A: http://www.facebook.com/korramusic http://www.twitter.com/korr_a ...,KORR- A,2015-01-29T09:33:05Z
aKBxTVBKOBWDBxiRB-XDPk39s6k,tSZ8uLAhS4I,2012-03-09T16:41:51Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Scooter - It&#39;s A Biz (Ain&#39;t Nobody) (Official Video HD),▻SCOOTER LIVE 2021 08.05.21 DE - Dresden //Junge Garde (Nachholshow) 12.06.21 HU - Budapest Park // Budapest 19.06.21 PT - EDC Europe // Praia da ...,Kontor.TV,2012-03-09T16:41:51Z
aqKOyNl-o7ZqEO19cBXaezrNh3w,0LF9XRrYpfQ,2012-03-15T14:20:20Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Brighi &amp; Snoop Dogg - Play Me Like A Violin (Official Video HD),TAKEN FROM KONTOR TOP OF THE CLUBS -- THE BIGGEST HITS OF THE YEAR MMXII +++ THE 60 BIGGEST DANCE HITS OF 2012 IN A NONSTOP-MIX ...,Kontor.TV,2012-03-15T14:20:20Z
o0QaV9fQPjUP2-RcAob2OFUxCgo,LOsL--BqY-U,2018-03-22T14:09:30Z,UCcNFUIaOlQMl39XDWj0-fkw,FIGHT CLVB ft. Savana Painter - Dub Dee A Freak (Official Video),"Hot, percussive music from FIGHT CLVB starring the raps of Savana Painter, bouncy rhythms and cool vocal effects. You'll get your freak on here as Dub Dee A ...",AMG MUSIC,2018-03-22T14:09:30Z
8H_l3yeG3tCXw8EZ1mbV_r4Tzwk,wuTmNZ1R_d4,2018-04-07T16:05:34Z,UCLQKcN0hE7RNxYkxEN4QsrA,Play Like A Boss Official Music Video | Bass Masters Music | Prayzz Boy | AV,Here's another song by Bass Masters Music. Play Like A Boss. This time we've come up something unique for you all. Different type of lyrics with some energetic ...,Prayzz Boy,2018-04-07T16:05:34Z
GfWYJmsWK-7DULWNsKGOVg1AOjo,r1lMxsy7L5w,2012-02-10T17:04:35Z,UChEzgc8o4xmWCYwjsrZ3wOg,MIRANDA - Vamos a la playa [Official video HD],Listen on Spotify: https://open.spotify.com/track/269lVkxBDL1zlFYrEBGHNa?si=eArXMoGxSCGfqqZPK-rOPQ Grab your copy on iTunes: ...,DO IT YOURSELF,2012-02-10T17:04:35Z
pjs2yuS1fPQX7FNooBZo3sG_BDM,3L34XXm3f_E,2019-01-19T10:21:35Z,UCpokfF_3rXDnm1ISWZ-QBYg,Linsello - A Million Worlds (Official Music Video),"This track can be found on Spotify: https://open.spotify.com/track/3hUtMl3IPmy3kOJ8zhkymm?si=hGjEFbhCQWm4ogfel-qzUQ It can also be found on iTunes, ...",Linsello,2019-01-19T10:21:35Z
TUJ8cpE9xYdvKbxoGFGdWCCUtaw,hVVTCj6haEM,2014-02-12T15:02:42Z,UC9UTBXS_XpBCUIcOG7fwM8A,Arches - There&#39;s a Place (Official Video),The official video for Arches - There's A Place. Released 7th April via Columbia. Available to I: iTunes: http://smarturl.it/TheresAPlace' Arches Like ...,UKF,2014-02-12T15:02:42Z
RKYRmUdmLJIUW2aseiR4xQXr_IM,XwhWzuQ-bYI,2012-01-31T09:40:11Z,UC_MsAEyTYUBfxp9j1XwMhMw,Brighi Feat. Snoop Dogg - Play Me Like A Violin (Official Video),Escucha / Descarga / Download el tema Play Me Like A Violin de Brighi Feat. Snoop Dogg en: Spotify: http://spoti.fi/2m5mkIm iTunes: http://apple.co/2mJkrVs ...,Blanco y Negro Music,2012-01-31T09:40:11Z
eseWFpLxFQ3GDMjBJajwyFO6TxE,7NiL0WrXpUA,2011-01-03T15:11:55Z,UCb3tJ5NKw7mDxyaQ73mwbRg,Tomcraft - A Place Called Soul (Official Video HD),Get it on iTunes: https://itunes.apple.com/de/album/a-place-called-soul-remixes-ep/id404268681?ign-mpt=uo%3D4 ▻ Follow Kontor Records Facebook: ...,Kontor.TV,2011-01-03T15:11:55Z
bS89T5h21Y85dYRl9ebCN7FmavI,2AA69yTpmXE,2012-11-07T10:55:41Z,UCLgPsm4bWuTQDkFD6CpLYHA,Joachim Garraud feat. A Girl &amp; A Gun - Maximus (Official Video),Joachim Garraud feat. A Girl & A Gun - Maximus (Official Video) Buy this track : https://apple.co/2EldNKe Subscribe : http://bit.ly/JoachimGarraudYT Follow ...,Joachim Garraud,2012-11-07T10:55:41Z
kLWYXE_0QUeo-LteDkAGhgHvE7s,cbUSfNnQ-cY,2018-12-08T20:38:31Z,UClwtG3FngrvHzgDGpg2tUgg,GRAMA  - A NEW BEGINNING (OFFICIAL VIDEO),"This is our first music video. Hope you like it! If you liked the video, feel free to share it with all your friends :D Follow us on Instagram: ...",Grama Official,2018-12-08T20:38:31Z
zsxsUXtGM-Z4fW1wGOHi4Qmugp8,K7VeIrCh4zE,2020-12-02T15:30:11Z,UCIfvrDYxdiP9rmEIUNmGSyw,Christopher Corinthian - We Wish You A Merry Christmas (Official Music Video),Official Music Video of Christopher Corinthian - We Wish You A Merry Christmas Story/Message behind this song: I made this song to make people happy ...,Christopher Corinthian,2020-12-02T15:30:11Z
mDv6VlDLcKIbhe5x7qhPh7suSuM,JOz0VWEIjeg,2020-09-16T21:00:06Z,UCWXiyiZwSOjnJnQhiuBN7KQ,Babalon - One in a Million (Official Music Video),"Babalon's second single 'One in a Million' is taken from her debut album 'Draconis' released October 7, 2020. Music: Written by Ali Spartels, Produced by Dorian ...",Babalon,2020-09-16T21:00:06Z
ioOHxqd6nInMAD7F60ivKog3tCk,KkGD3l1HeBQ,2019-04-19T02:02:08Z,UCEG7T75E7vD0V2hUeazgYJQ,Find A New Way - Austin Hart Beats (Official Music Video),AHB Debut Single - Find A New Way will be on iTunes and streaming everywhere May 7 Follow www.AustinHartBeats.com for more!,Austin Hart Beats,2019-04-19T02:02:08Z
VBx4neBSgKRUyGrOCk8pG-oy8pI,doywQw9pZaA,2020-07-21T08:30:23Z,UCfWanwmH_UyXaOD0GzNCRzQ,A-MXJOR - Basanti (Official Video),Listen to A-MXJOR - Basanti Video By - Dron Sharma Follow/Reach him out through the following - ○https://www.instagram.com/dron_sharma_graphics/?hl=en ...,A-MXJOR MUSIC,2020-07-21T08:30:23Z
CggCqx_SjMRalhMHX3ljyJqXNoA,RuGtFHFO6eM,2019-09-09T16:00:11Z,UCDcXQTBqegIrw9et9oUuL6w,Zatox Feat. Skits Vicious - Freedom Is a Fire (Official  Video),"hardstyle #zatox #music Stream & Download : https://lnk.to/qHVbr Zatox & Skits Vicious performing ""FREEDOM IS A FIRE ""   I hope this track will be a reminder ...",Zatox,2019-09-09T16:00:11Z
SET0gaTj1tIAMyUouJE-Q0oLaCM,ks_rf_7xc34,2020-04-02T20:47:52Z,UCzZKF6FHrZGt6uPvk4l0Nvw,Filip Marchidan - Vitamin A (Official Music Video),Vitamin A Official Music Video. Album Vitamins All footage is personally recorded and original. Follow on Spotify to get the latest releases: ...,Filip Marchidan,2020-04-02T20:47:52Z
QeThMq9Hgykr8P87Nk5gDgWeon8,T86vH6hj5XA,2017-09-13T07:00:05Z,UC_3VEIQADX6VcCXgQ8BoH7g,Moon Bounce - I Am A Strange Loop (Official Music Video),LYRICS: I'm in the sun The warmth can heal I never thought I'd feel so real Then there's that thought That lingers still An illusion of free will *Let the loop ...,MovingCastleVEVO,2017-09-13T07:00:05Z
0SSZLfbdlyiXgSolCgtzDaM1-f8,74iwptWZoUg,2016-02-05T19:00:00Z,UCpDJl2EmP7Oh90Vylx0dZtA,Sam Feldt - Been A While (Official Music Video),"Sam Feldt continues his trail of mindblowing deep house anthems. Been A While is feelgood dance music, with catchy vocals, melodics, tasty horn section and ...",Spinnin' Records,2016-02-05T19:00:00Z
O5EEjgtcZJITs5inhBTD9P12dOI,GcATZKlqNzs,2018-03-07T08:00:00Z,UCQYLzinJiumJLvKuQs0_7Xg,MICHAEL PRADO -  Last Night A Dj Saved My Life (Official Video),"//// INFO BOOKING: matteo.villa@egomusic.net Michael Prado was born in São Paulo, Brazil, and later moved to Milan in Italy, where he began his career as dj ...",EGO TV,2018-03-07T08:00:00Z
8NZzILwh0D6VcWON7fi18s56zkM,I-xQNh1SS0s,2020-08-28T16:00:07Z,UCRdr2mcvuxjeF453ICIjQpQ,Damian Ray &amp; Alee - I&#39;m A Rebel (Hardstyle) | Official Music Video,Damian Ray & Alee - I'm A Rebel (Hardstyle) | Official Music Video ♢ ___ Support HardstyleUp2Datez   Web: http://hu2dz.com Instagram: ...,HardstyleUp2Datez [HU2Dz],2020-08-28T16:00:07Z
L87B5u8fEM4nVmszaleTQdujXBQ,cn3QiJL9BWc,2016-05-26T07:35:01Z,UCaFuSm06K3UHTeaq4Qp28hA,Bioweapon - Make A Move (Official Video),Enjoy the preview Follow Bioweapon: https://www.facebook.com/bioweapon/?fref=ts Check http://www.wer-music.com for more info!,WE R Music,2016-05-26T07:35:01Z
ykHAAGvQxUbL64DQ39gP2M2_hPw,nPboqypFmRE,2020-03-05T15:44:18Z,UCeI_Ji5Wc1YQvG2dCHZJINw,Max Oazo ft. Moonessa - Once Upon A Time | Official Video,"Max Oazo is a multi-talented producer, songwriter, dj and singer. The versatility of his music touches genres of deep house, future house, pop and dance.",MAX OAZO,2020-03-05T15:44:18Z
_JDs_VAmcEoC6SKLI4Q-ekEBdos,iM_xfWGzkfM,2016-01-23T17:37:52Z,UCNviXXcFtHhUNwq-BUZfAxg,Giz  - Cynicism is A Virus [Official Music Video],you kill the people we love #EDM #EDMFAMILY #Electro #Cynicism #Virus #GiZiZgOd artwork done by my buddy secko rama http://www.tsu.co/seckorama.,Giz,2016-01-23T17:37:52Z
ZkM2RkVHdm6c12P7mRtbqrwN_sI,9D66cvZ_wtE,2018-05-29T01:32:57Z,UC24gRmjg9TDp9LmEMCAVd5w,Mylo Øriginal - Take A Breath [Official Music Video],"Listen to ""The Earth Age"" here: https://smarturl.it/TheEarthAge-Album.",Mylo Øriginal,2018-05-29T01:32:57Z
BPj2uWfSVZiPxYXTcQAGn4dU1kU,ZZtfpEhNXHo,2020-06-18T10:14:04Z,UC9ZhuB8iUqDvN3RTfgGWMsQ,Arrow A - Time Travel (Official Music Video)| Tomorrowland | Festival Music | DVLM,"This week "" Arrow A "" Comes up with his new track called ""Time Travel"" which is very amazing. Follow Arrow A ON Facebook ...",Arrow A,2020-06-18T10:14:04Z
If1azK5TRCkucXssRmcTyAciyCU,hMHAcYsvxHE,2014-08-23T13:49:37Z,UCxKEm5mV3JL1MHIF9kXhqbw,Selena Gomez - Like A Champion (Official Video),new music video.,Selenator ∞,2014-08-23T13:49:37Z
y-Z98ylx960jiWs3YHvG2KbpDWQ,p7TgSoJJEaY,2019-05-05T11:31:09Z,UCf0q_6fzqqpfmsPLlW1hHag,Starblast - Rhythm is a Dancer (Official Video),#Starblast #RhythmIsADancer Facebook: http://www.facebook.com/starblastmusic Instagram: http://instagram.com/starblastmusic/ Twitter: ...,Starblast,2019-05-05T11:31:09Z
LGwkZsIOnPiA3LM874RovDsrSJw,JGtlP0Vzuq4,2021-03-06T16:00:13Z,UCGZXYc32ri4D0gSLPf2pZXQ,Alesso &amp; Armin van Buuren - Leave A Little Love (Official Music Video),"The expectations for a collab of this magnitude couldn't be higher, yet Alesso and Armin van Buuren deliver in full with this delicious crossover tune. Sporting a ...",Armada Music,2021-03-06T16:00:13Z
jM9D8LZwoIS_VFU8Tl5mK73bvDE,-kH-w6Gz3dg,2018-01-22T10:15:50Z,UCvNjdDE6xRuvYVhUGAl2BIQ,A*S*Y*S - Kasseopeia (Official Video),"Industry titan A*S*Y*S brings Kasseopeia, a perfect follow up to his recent released album Grand Theft Acid, what a banger! Musical Madness household names ...",2Dutch Music Group,2018-01-22T10:15:50Z
_5XnUKCJI5n7Y1ffFknK4DZVFI0,evG2I2GkXkU,2020-06-05T16:00:10Z,UCyCaYIe6Vzi4wx9-G9wifww,ROME LUCIO - Hot Tub &amp;&#39;A Blunt - Tony Choy Remix [Official Video],Hot Tub &'A Blunt - The 1st Official Remix Video off the Up & Coming Album 'Alter EGO' Remixed by Grammy Nominated Record Producer Tony Choy in Miami ...,Rome Lucio,2020-06-05T16:00:10Z
k1lWOziGQziGXJNVmQAyQypqWI8,djLj9bpVIc4,2013-05-21T04:38:49Z,UCHe09ShRhENqFU_pL9jjsBQ,Euphonik A Cappella - Don&#39;t You Worry Child (Official Music Video),Facebook: www.facebook.com/pages/Euphonik/365241030236303 Twitter: @Euphonik_Music Website: www.euphonikacappella.com Music Video: Alexandria ...,Alexandria Webb,2013-05-21T04:38:49Z
0BkGi4hDWXFTKpW7M_6Au43nFow,2Qrhsh33bAI,2016-05-24T18:50:37Z,UCwtzJXj2PLcu-tw6GcZQG3w,GARMIANI - BOMB A DROP (Official Video),Garmiani - Bomb A Drop.,GARMIANI,2016-05-24T18:50:37Z
Iln-OCz6IWvcwkco0_Ah7kKdV0Q,H_huzJnHeuA,2013-04-09T10:23:11Z,UCAA16tTrlvPo3meow-E1SsA,Drumsound &amp; Bassline Smith Feat. Fleur - One In A Million [Official Video],"After the summer 2012 smash 'Through The Night', Drumsound & Bassline Smith are back with their dancefloor filling new single One In A Million featuring the ...",LaMusiqueFaitLaForce,2013-04-09T10:23:11Z
VTBxgwzpbCvnYz-PalX7fsBBKrk,WEjre88o1OM,2021-05-25T13:43:24Z,UCOEwUy-WLBb5raGZ33QKVNA,"It&#39;s A Celebration, With No Limitations | DJ Alpha&#39;s Official Music Video Ft. SGK Capital","We collabed with SGK Capital, and we used their official music song ""It's a celebration, with no limitations"", and made a music video to go with it. We Hope You ...",DJ Alpha,2021-05-25T13:43:24Z
LtGsZzrSf6BVdsWNVWx8WedtkUg,-mR-iL2OP3o,2017-10-27T01:20:50Z,UCBHxbQ34Z_aa1m6DtDEfTAQ,Lightning in a Bottle 2018 | Official Video,"The Lightning in a Bottle 2018 Loyalty Pre-Sale starts Nov. 13th, and Earlybird Sale begins Nov. 15th! Sign up for updates: https://bit.ly/2Sjbkv5 Learn more ...",Do LaB,2017-10-27T01:20:50Z
hBc0F7LNHnq0ly9IqMSB7RiPiv0,cZn-zUaVOdk,2021-05-01T13:49:49Z,UCtCCutSKnEQiiKjpZ5ZHpdQ,Mustafa Alpar - Like A G6 (Official Video),Yeni Çalışmalarımızdan Haberdar Olmak İstiyorsanız Bildirimleri Açmayı Unutmayın.,Headtonemusic,2021-05-01T13:49:49Z
MhRLSLXdio3Tl_aSuWSZRzTvoY4,vMdz1IMKJN0,2017-01-09T09:02:04Z,UCvNjdDE6xRuvYVhUGAl2BIQ,Leandro Da Silva &amp; C-Fast - Like A Drum (Official Music Video),"Get your groove going! These guys from Italy are here to give you some deeper sounds on our label Musical Madness, Like A Drum is just everything you want ...",2Dutch Music Group,2017-01-09T09:02:04Z
K1f3wg5g4DbzPaGKfrS-c6BcLWc,onShsW06uYo,2016-02-09T20:30:12Z,UCrUT57KGEzrCrmLb4PRgluw,Garmiani - Bomb A Drop (Official Music Video),"Following up on his ferocious ragga-themed original “Jump & Sweat,” Garmiani returns to Dim Mak with his aptly titled “Bomb A Drop.” The Swedish electro ...",DIM MAK,2016-02-09T20:30:12Z
Nk59YwXca58dWeA1bKHkVSGjIPw,m7zIBJ_sjQ4,2016-03-27T14:05:43Z,UCL5SzXKGQuuPxUCuTmH5-6A,Naz.Deymesin - Like A Drum [OFFICIAL VIDEO] (AVAILABLE NOW),AMAZON https://www.amazon.de/gp/product/B01D5OENUU?ie=UTF8&keywords=naz.deymesin&qid=1458391731&ref_=sr_1_3&sr=8-3 ▻ GOOGLE PLAY ...,Naz.Deymesin Official,2016-03-27T14:05:43Z
GIrVb7mrWGaTrmj-loPn-dYE-wg,GWZ2g14wAKU,2018-01-25T23:57:00Z,UCUNIuKiZcrdp6te6IuRpQCg,DJ Snake ft. Lauv - A Different Way (Official Music Video),DJ Snake ft. Lauv - A Different Way (SSXEV Remix) (New Music Video 2018) ......................................................................................................................... Facebook:Viral ...,Viral,2018-01-25T23:57:00Z
9AovqUA3MHp4NhN62bBLuX0Kb8s,zzmqblwCCKo,2020-12-12T20:00:28Z,UC74xq5bnVeC-3iWLKHoTNxw,Make A Move (Official Video) - Amr Mansour,"Hey guys! I'm going to show you the story of 'Make A Move'. Watch this video and let me know what you think in the comments, don't forget to like and subscribe!",Amr Mansour,2020-12-12T20:00:28Z
A7PgTaKXE3rY2AIi1WXz9eN6sBQ,dEu54L6PkSg,2016-04-13T12:00:03Z,UCpDJl2EmP7Oh90Vylx0dZtA,Sam Feldt - Been A While (Madison Mars Remix) [Official Music Video],The Spinnin' Records YouTube channel is the home for all music videos of the world's leading dance record label! We feature the latest music videos by ...,Spinnin' Records,2016-04-13T12:00:03Z
_UQezwWXFEMFOSzP66iYW6MfR8Q,WTrnP7fNcfQ,2021-01-22T11:23:10Z,UCb113ASQsbnEBp91i-jR_MA,A Tino Shake Bum Bum (Official) Video By Zombie Nation Records,,A Tino Music,2021-01-22T11:23:10Z
Kk56_EApnscb7mfLlbmZ1MK2H5E,CQbOLrJjjGk,2021-06-17T15:58:01Z,UCLTeN2kKf5N0f_YnI4MqbIw,Chris Decay &amp; Tobbe - Take a Chance (Official Video),"Lyrics: Take a chance! Living life for just one night No looking back coz' tonight will make you right and I can't tell you, you have to see let me show you or set ...",Munix Music,2021-06-17T15:58:01Z
3DImfdtqIZJjK4tdjVVSXx9Iovg,sl2UHmhp4io,2018-11-04T10:00:05Z,UCpDJl2EmP7Oh90Vylx0dZtA,KURA - Like A Boss (Official Music Video),Portugese hot shot KURA brings his blazing new single 'Like A Boss' to Tiësto's Musical Freedom label. KURA - Like A Boss is OUT NOW on Musical Freedom!,Spinnin' Records,2018-11-04T10:00:05Z
3ajCJL5fVz3WQr7YMPbkB_3ho_w,NndsyraJDE4,2013-08-24T07:25:20Z,UCVeCazjwaRLO3jPANWDIgOw,C Hall &quot;Say A Prayer&quot; Official Music Video,,Jackson Wallace,2013-08-24T07:25:20Z
aE-lbHerXf4873a5m0MB7vPaR0E,diStsVhyVJM,2011-11-03T06:51:22Z,UCDdVrtbKi1aLGHP4GO79B1g,Ohski - &quot;Take A Look At Me Now&quot; (Official Music Video),Hiphop www.iamohski.com.,ohski440,2011-11-03T06:51:22Z
mfjrLnHHtt6gokXtZ1roRcNQMOM,vwZ6llLB-cI,2016-02-15T10:31:52Z,UC84LvMV0OWKFh_8ZisHZIrQ,Camikaze - Shadows feat. Zoe A&#39;dore [OFFICIAL VIDEO],"Emerging in late 2014 through triple j Unearthed, enigmatic Western Australian electronic artist CAMIKAZE brings us his highly emotive debut single “Shadows”, ...",Be Rich Records,2016-02-15T10:31:52Z
IFMjSMuFXN_iu9pQa2ot7_ETH_Y,uCBOLD_zem4,2018-04-10T15:00:05Z,UCpDJl2EmP7Oh90Vylx0dZtA,Sebjak &amp; Matt Nash - I Need A Friend (Official Music Video),Sebjak teams up with Matt Nash for the invigorating tune I Need A Friend! It's a fuse of sounds that you won't expect. Melodic clings intertwine with sinister synths ...,Spinnin' Records,2018-04-10T15:00:05Z
W5iTptg2DIfUmIFUnm36e1_UcDE,fctN9vTBxKg,2017-02-08T15:53:48Z,UCVAWPbHPGxeXVm3qdibmu6A,T Bling A Di Wanda Party Day&amp;Night official video,AW MUSIC GROUP presents T.Bling Legasea in A Di Wanda facebook t.bling legasea twitter t.bling legasea.,T-Bling Legasea,2017-02-08T15:53:48Z
poAQB8zQsV5zkxG0VP-vWLvYRcM,iYQswh4nO4M,2019-12-13T16:56:41Z,UCMg7TTDtUXq2yTu3uqqoprQ,Ooyy - Calling Me (Official Music Video) - Inspired by Peter McKinnon: Deliver A Feeling,"✓ Subscribe for more music by Ooyy! ♫ Listen on Spotify, Apple Music and more: http://link.epidemicsound.com/OOYYCM Sign up to our newsletter and ...",Epidemic Electronic,2019-12-13T16:56:41Z
MBUxv-_pHKOJ0YUCIp1tc5vi9Wk,ZJM4AQSbZDk,2016-11-03T14:14:00Z,UCLetbGrP6bzfeLi5Kk1miIg,Mura Masa - Love$ick (Official Video) ft. A$AP Rocky,Director: Yoni Lappin #MuraMasa #A$APRocky.,MuraMasaVEVO,2016-11-03T14:14:00Z
s18APlsFk-OK9Byb4ah1l2He18c,rnOGEB0HJ0w,2017-02-21T15:48:54Z,UCQ7iVCswARUn007zinZVi_A,Yuge - Like A Bomb (Official Video),"Like A Bomb, part of Yuge's first EP ""Life's A B****"" out on Chateau Bruyant Records Free DL : http://bit.ly/2lgbtOl Follow Yuge : http://soundcloud.com/yugeofficial ...",Yuge,2017-02-21T15:48:54Z
ALQERF5zuXGaeFpZNSCZIqcqTfw,o2qCKzMjwE4,2013-12-03T17:04:54Z,UCjqmNnSHDBXOmkJM5f2YRHA,A$AP Rocky - Purple Swag Jim E Stack Remix official music video,"Good remix, been a while since I've posted videos, so here you go! Original song: A$AP Rocky - Purple Swag.",odi788788,2013-12-03T17:04:54Z
vY1EVGmn-WfDZaUGYnCn8VITOl0,WzDj7KBWUno,2019-07-10T07:32:13Z,UC7hZQQEOYQPMl48e88_895Q,A Racer | Electro House | Official Music Video |,A Racer | Electro House | Music.,A Racer,2019-07-10T07:32:13Z
TjLk0xZFf0l8OyGgZy9bWu_r9bQ,VaCH_Flm6OM,2019-12-07T18:50:47Z,UCH1ypKLeOxRGEWv5fDZcUiA,DANCE WITH ME ( Official Music Video )  [ A moment for Fun ],Name : Dance Withe Me Singer : Poya Masih & Farzad Zarin Record And Music : SUS6 Studio Electronic Guitar: Suleyman IKIZEK Please subscribe and ...,SuS 6,2019-12-07T18:50:47Z
np5CzOKgf0vcfdcqdaMjeixMffg,aFH7ZwuTpjA,2021-01-05T19:00:15Z,UCzWVZ8Nosa0IE7qtKuXmubg,Mucolli - A Je n´Veti feat. Hannan (Official Video),A je n Veti IS OUT NOW◁ Subscribe to Mucolli´s channel ▻https://www.youtube.com/channel/UCzWV... Connect with Dj Colli ...,Dj Colli,2021-01-05T19:00:15Z
1l1ezeGhIGY5vxFEUpgJiIXqT6U,vsfIbKvdNos,2013-05-18T20:13:03Z,UCAYuw1s7h7I-Yt-OC5pmctA,Roma Pafos feat. Sunblind - For A Second (official video),video director: Dmitry Smirnov.,deeselecta,2013-05-18T20:13:03Z
iCxeifspDavA66lo1_k1nfP8hrA,lVcWr97nwWQ,2020-06-23T07:00:12Z,UC2bp23UgZSkTddpuA2dj08A,A&#39;SOUNG - Don&#39;t Wake Me Up [Official Music Video],"""Don't Wake Me Up, Don't Wake Me Up.."" Produced/Mixed/Mastered/Video Made by: A'SOUNG Spur Record Release. [Emotional/Progressive House EDM] ...",A' SOUNG & TOETH,2020-06-23T07:00:12Z
_hU7YccoR7Er0u1ajRczFla6TzE,-lcPudy0ZYY,2020-06-25T10:07:36Z,UCaAjtH1_VHqfx4zmVxD8ftA,"Yo Are Such A Fuckin Hoe , I Love it | Official Music Video","SuchaHoe #YosuchafuckinHoe #YousuchafuckinHoe_iloveit Such a Hoe Official Music Video Lyrics: You're such a fucking ho, I love it I know you like it more, ...",Hamxa,2020-06-25T10:07:36Z
BLcmvhWz0bFJeIRm-rrNBy9lUM8,vOxGj4KE9xw,2021-03-01T03:57:24Z,UCtOupkHgQj0qw-FzXj0yrag,Dimitri Vegas &amp; Like Mike - Stay A While (Official Music Video),SUSCRIBETE A MI CANAL SI TE GUSTO EL VIDEO... ✌ Dimitri Vegas & Like Mike - Stay A While (subtitulada) #DimitriVegasandLikeMike ...,WE ARE ROSSETTE,2021-03-01T03:57:24Z
Ye2PEcvHAWK82bWT-TU649rVl4o,C-PTTniMGWI,2018-06-18T01:57:32Z,UCaNJhylu6AYS4Ak5vhdROEw,Wass &amp; Machine Gun Kelly   Just A Dream Official Video,,Music for Life,2018-06-18T01:57:32Z
0rgye7Tt2Cvc2RzNmhrPjlukuPI,lCw46gW1L4U,2020-02-21T11:00:10Z,UCoWoOODjjR0odz8hsoO-soQ,Onuray Bal - Make A Wish (Official Music Video),Send all your demos to : millionrecordsmusic @ gmail.com #OnurayBal #MakeAWish #MillionRecords Tags : #GHouse #Midtempo #FutureHouse ...,Million Records,2020-02-21T11:00:10Z
Aeg12SJkHA8i5ezS6KbPxMaiSAk,qDfy7bhKUdQ,2021-01-10T15:00:17Z,UCJAOCQqHS4DjMxlpwNbkiwA,Ale De Maio - Once upon a time (OFFICIAL VIDEO),Beware of the wolf Listen full track on Spotify: https://open.spotify.com/track/1Hd4W3tpVDgyiqEycsauJb?si=9ltlIsD9SsGBcRkkBgj_Nw Buy this track: ...,Ale de Maio,2021-01-10T15:00:17Z
eWwXNpQdyHm8dSGRabwX9QWAa84,O5ZJheH2aps,2019-02-26T21:31:27Z,UC1vX5uv0l-sZxXBX1jV7plA,Jonh Arway: Volver A Besarte (ft. Alan Jos) [Official Music Video] [Amaro Release],"Hope you enjoy and stay tuned for more music! We hope that our content is enjoyable for our audience, but, if there is anything we can change to make it better ...",Amaro Sounds,2019-02-26T21:31:27Z
